min_carry_spread,momentum_weight,trend_filter_sma,atr_stop_multiplier,composite_threshold,tp_multiplier,max_risk_per_pair,total_return,sharpe,sortino,max_drawdown,num_trades,win_rate,profit_factor,avg_holding_days
0.015,0.5,20,2.5,0.05,4.0,0.025,-0.009419229313877587,-0.539215226609268,-0.6483443001072166,0.01536986452077045,43,0.20930232558139536,0.6531923844650371,120.32558139534883
0.005,0.6,50,2.0,0.1,2.0,0.01,-0.0032460048909756004,-0.5394137947743398,-0.6007443948141284,0.00447402511679284,72,0.2777777777777778,0.8056744618887185,35.22222222222222
0.005,0.6,20,2.0,0.1,2.5,0.025,-0.00797225009237227,-0.5401130113216506,-0.6191970549046643,0.012436527074443156,63,0.2698412698412698,0.7741267846914904,48.492063492063494
0.005,0.6,20,2.0,0.1,2.5,0.02,-0.006380172448510711,-0.5402310840402405,-0.6192728936456843,0.009960361801440153,63,0.2698412698412698,0.7741980520403292,48.492063492063494
0.005,0.4,20,2.0,0.02,2.5,0.015,-0.00671275797186463,-0.5412768426849005,-0.6124989529542885,0.01161085494356361,110,0.2818181818181818,0.8443167179341415,52.06363636363636
0.005,0.5,50,3.0,0.03,2.0,0.025,-0.01116418685113531,-0.5436554210190423,-0.7019732121800082,0.016193125977427215,65,0.2923076923076923,0.7419721789395382,87.67692307692307
0.005,0.5,20,2.0,0.05,2.5,0.025,-0.010473741971260024,-0.5459344859078492,-0.6300405407101736,0.01718121549164129,87,0.27586206896551724,0.7921701087127652,57.12643678160919
0.005,0.4,20,2.5,0.1,2.5,0.01,-0.0038785006779823742,-0.548377307050398,-0.6245532175412595,0.0065627331811261656,48,0.20833333333333334,0.6776903932985204,73.1875
0.005,0.5,50,2.0,0.05,2.5,0.015,-0.006216157957718387,-0.5484297522970984,-0.6449044099878408,0.010598805545932441,87,0.27586206896551724,0.7947401520942512,55.51724137931034
0.02,0.4,50,2.0,0.08,4.0,0.025,-0.0077165390610102625,-0.5486171377511541,-0.6200936793157362,0.013226413331078933,37,0.16216216216216217,0.6586780779448853,68.48648648648648
0.015,0.4,20,3.0,0.02,1.5,0.01,-0.0037364009714777055,-0.5498619289381264,-0.6652916505528566,0.006903324055832238,78,0.358974358974359,0.8335711919777566,74.96153846153847
0.005,0.4,50,2.5,0.02,1.5,0.01,-0.004454334148834459,-0.5515477316329974,-0.6471220185113609,0.007537357184737584,115,0.3826086956521739,0.8653764943367808,49.469565217391306
0.01,0.4,20,3.0,0.08,2.0,0.01,-0.004021725629575376,-0.5518329195180253,-0.698166446209452,0.006647192458602039,43,0.2558139534883721,0.6354429484679786,103.83720930232558
0.015,0.5,50,2.5,0.02,2.0,0.01,-0.004021218968089379,-0.552248522520029,-0.669425324654348,0.007715523782736809,83,0.30120481927710846,0.8074260654329032,69.67469879518072
0.01,0.7,50,3.0,0.02,1.5,0.01,-0.004388728153470147,-0.554307097108121,-0.6709620689179535,0.008367592305574227,75,0.38666666666666666,0.7701196216517541,77.88
0.02,0.4,50,3.0,0.05,2.5,0.015,-0.005242713727077644,-0.5545786049782659,-0.6409889410974732,0.009099245727667495,39,0.23076923076923078,0.6921221866103924,94.28205128205128
0.005,0.7,20,2.0,0.03,2.0,0.025,-0.010620066625626205,-0.554700004982129,-0.7399216837616069,0.017520967260651457,127,0.3464566929133858,0.8867915505628539,42.78740157480315
0.01,0.6,20,3.0,0.1,4.0,0.025,-0.009074640088457672,-0.5548352079320752,-0.6934686392208452,0.01448504237064737,28,0.14285714285714285,0.4937978150561538,137.03571428571428
0.005,0.7,20,2.0,0.03,2.0,0.01,-0.00425008828899372,-0.554854447237995,-0.7401126666909279,0.0070374710735552955,127,0.3464566929133858,0.8875881863056835,42.78740157480315
0.01,0.5,50,3.0,0.1,3.0,0.015,-0.0054454748200366155,-0.5561048529683854,-0.6926264820706302,0.0091309949230718,33,0.15151515151515152,0.5687577644018973,101.06060606060606
0.005,0.5,50,2.0,0.1,4.0,0.02,-0.0066998924727944545,-0.5578877975834559,-0.6454234147477773,0.010985314230635056,42,0.14285714285714285,0.6343737063787505,66.88095238095238
0.02,0.6,20,3.0,0.05,2.0,0.015,-0.005837495352565747,-0.5605546523970419,-0.6564996427438091,0.009227636379269209,65,0.3230769230769231,0.7843619675246644,80.12307692307692
0.015,0.6,20,3.0,0.08,2.0,0.025,-0.008474831508761126,-0.5605581679522488,-0.6611713681288586,0.014096968004300653,47,0.2765957446808511,0.7305165950172556,81.87234042553192
0.005,0.4,20,2.0,0.05,4.0,0.02,-0.009195552471336268,-0.5616886158126612,-0.6925396244372138,0.014436219183768226,65,0.18461538461538463,0.7038295645072954,82.33846153846154
0.01,0.6,20,2.0,0.05,3.0,0.01,-0.004133710760937247,-0.5628611069066435,-0.6653691732069951,0.006183700702086142,84,0.25,0.7899251236884973,60.583333333333336
0.02,0.4,20,2.5,0.05,2.5,0.02,-0.006955637519609882,-0.5628785295250063,-0.6636251555180216,0.010706234245138646,46,0.21739130434782608,0.7098514088984763,76.28260869565217
0.01,0.5,50,2.5,0.1,3.0,0.01,-0.0034863025739780276,-0.5645681197045597,-0.6796191040035954,0.005557191158170218,35,0.17142857142857143,0.5890675503089233,87.17142857142858
0.005,0.6,20,3.0,0.02,1.5,0.025,-0.010489376314246329,-0.5646439327576249,-0.6716872550327824,0.019769318366168465,89,0.38202247191011235,0.8328114383041775,64.89887640449439
0.005,0.5,50,2.0,0.1,3.0,0.015,-0.005060758561281109,-0.5657734208190969,-0.6443993231099259,0.00806530410053431,49,0.1836734693877551,0.6775398126945915,55.93877551020408
0.015,0.7,50,2.5,0.05,1.5,0.025,-0.009852011890581634,-0.5688809259734664,-0.7026603168106466,0.01774343611354905,99,0.3939393939393939,0.8552336753673656,49.343434343434346
0.015,0.7,50,2.5,0.05,1.5,0.015,-0.005912388126167207,-0.568928168442202,-0.7025702236412247,0.010675921935014035,99,0.3939393939393939,0.8558587703709944,49.343434343434346
0.01,0.7,20,3.0,0.03,1.5,0.02,-0.00889494543889552,-0.5696056323755276,-0.6965319423656288,0.015445944689140241,82,0.3780487804878049,0.794747443569827,70.41463414634147
0.02,0.5,20,2.5,0.05,4.0,0.01,-0.003592908581474912,-0.571560443367442,-0.7031202802039406,0.006046026637443695,43,0.18604651162790697,0.6792001810439133,106.3953488372093
0.01,0.4,20,2.5,0.1,2.5,0.025,-0.009683374594180786,-0.5726010249823958,-0.6833898004744559,0.01633115186221549,48,0.20833333333333334,0.6777209187859963,72.47916666666667
0.01,0.4,50,3.0,0.03,2.0,0.025,-0.011235552541189827,-0.5738839103279456,-0.6919357454201432,0.018535245479417824,66,0.30303030303030304,0.7424978210778167,83.96969696969697
0.01,0.4,50,3.0,0.03,2.0,0.015,-0.0067514749467362705,-0.5743942740120099,-0.6924639571330454,0.011162619167855535,66,0.30303030303030304,0.7423706740186374,83.96969696969697
0.015,0.7,50,2.5,0.02,4.0,0.025,-0.009578446060153074,-0.575730613245091,-0.7766466175147846,0.015230966526018854,52,0.23076923076923078,0.7314783514632475,115.0576923076923
0.015,0.7,20,3.0,0.08,3.0,0.015,-0.00579052665898882,-0.5758142814301285,-0.7064622231964286,0.010551738719319201,39,0.20512820512820512,0.6355514531229234,102.84615384615384
0.005,0.5,50,2.0,0.08,2.0,0.01,-0.003773386815079575,-0.5764994160767615,-0.7489561766679328,0.00620595065916003,95,0.30526315789473685,0.8416543734533148,34.62105263157895
0.02,0.7,20,2.5,0.03,3.0,0.01,-0.004226647656771384,-0.5769240807593659,-0.7375596938996669,0.006968777847080331,65,0.24615384615384617,0.7504592275310381,88.87692307692308
0.015,0.6,20,2.5,0.02,4.0,0.02,-0.007190770646136807,-0.5797947691627401,-0.7277570024271921,0.01231609209186041,46,0.2391304347826087,0.7114398465942898,128.32608695652175
0.005,0.5,50,2.0,0.03,2.5,0.025,-0.01099321215039963,-0.5828595010400571,-0.7357233994232162,0.016413008525809857,109,0.27522935779816515,0.8467827558610943,49.07339449541284
0.005,0.4,50,3.0,0.1,2.5,0.02,-0.007936614115947014,-0.5848911933197773,-0.7473339088885227,0.0133535867330158,38,0.21052631578947367,0.6288105118344904,97.44736842105263
0.01,0.5,20,2.5,0.05,2.5,0.02,-0.008714653588533548,-0.5871350756714071,-0.6841669537459161,0.01437127294552686,64,0.234375,0.7306276011139334,84.8125
0.02,0.5,50,3.0,0.08,3.0,0.025,-0.008374146195775247,-0.5899072427152677,-0.6795334959117578,0.014199202965792326,29,0.1724137931034483,0.5897147818112484,108.79310344827586
0.01,0.7,50,2.0,0.05,3.0,0.02,-0.008321040399634803,-0.5926956922984252,-0.7014161914054212,0.015008614871306579,79,0.22784810126582278,0.7686239746853519,60.0
0.01,0.7,50,2.0,0.05,3.0,0.01,-0.004165488742314046,-0.5929387256188509,-0.701541335069167,0.007531963502563349,79,0.22784810126582278,0.768950276492116,60.0
0.015,0.5,50,3.0,0.03,2.0,0.015,-0.007003154120372492,-0.593290222177773,-0.7501908690435959,0.011186403732528515,68,0.29411764705882354,0.7408931840700641,85.1029411764706
0.01,0.5,50,3.0,0.03,2.0,0.025,-0.011962909459030198,-0.5933245671478138,-0.7587772265518168,0.018822797902682334,67,0.2835820895522388,0.72733478420187,86.5223880597015
0.02,0.6,20,2.0,0.05,2.0,0.015,-0.005758381563873263,-0.5942528639746927,-0.7436014798985997,0.010081823581360788,113,0.3185840707964602,0.8871486524523506,39.716814159292035
0.015,0.6,50,3.0,0.05,2.5,0.01,-0.004083947896769096,-0.5957949568450075,-0.7647402918111921,0.006045201335405267,54,0.2777777777777778,0.7175520484933998,94.24074074074075
0.02,0.4,20,3.0,0.05,3.0,0.02,-0.007320124925637647,-0.5968493010709773,-0.702484929565552,0.013221642922123194,41,0.21951219512195122,0.6971412087795349,91.8780487804878
0.01,0.6,50,2.5,0.1,2.5,0.01,-0.0037057111383863956,-0.5982616655546443,-0.7056064545476164,0.005258289704208832,48,0.20833333333333334,0.6677869386821292,58.625
0.015,0.4,20,2.5,0.02,2.0,0.015,-0.00641482585623322,-0.599430173031393,-0.7237403527016562,0.012295474921410114,83,0.3132530120481928,0.7924328473784825,69.33734939759036
0.015,0.5,50,2.5,0.08,1.5,0.02,-0.007068403156647401,-0.5997537870114453,-0.6068615906913425,0.012087427133825912,64,0.359375,0.7644173464882035,47.34375
0.01,0.7,50,2.5,0.02,4.0,0.01,-0.003941872698850493,-0.5999516943390948,-0.8352648806173477,0.005691401693035845,48,0.1875,0.6859760378266918,124.89583333333333
0.005,0.4,20,2.0,0.1,2.5,0.02,-0.007728026349000865,-0.6003500826719931,-0.68955463557912,0.011516371834195903,60,0.25,0.703683705546374,50.28333333333333
0.015,0.5,20,2.5,0.02,3.0,0.02,-0.008006729029623093,-0.6006036367288758,-0.7338152368027137,0.012167119854230413,62,0.22580645161290322,0.7479324490802679,95.6774193548387
0.01,0.4,50,2.5,0.1,1.5,0.015,-0.00566393405990515,-0.6021213865024214,-0.7087723698627447,0.009756439165148182,68,0.36764705882352944,0.7689282305427203,46.14705882352941
0.015,0.7,20,2.0,0.05,3.0,0.015,-0.0063731025999852866,-0.6026472232541348,-0.7426399887209073,0.011431905304585328,83,0.24096385542168675,0.7763845780090537,59.397590361445786
0.01,0.5,20,3.0,0.1,3.0,0.025,-0.010216807192731213,-0.6049521474925383,-0.7728572565477125,0.016662126431160783,34,0.14705882352941177,0.5466135765409511,103.70588235294117
0.005,0.4,50,2.0,0.02,4.0,0.025,-0.012772415287499462,-0.6084264361410731,-0.735461779302036,0.020262336850726727,81,0.19753086419753085,0.737741357854646,70.8641975308642
0.015,0.7,50,3.0,0.03,1.5,0.025,-0.011918705738958525,-0.6084960989200419,-0.7606255860068317,0.020571633356097758,78,0.38461538461538464,0.7574045478136731,73.16666666666667
0.02,0.7,20,2.0,0.05,3.0,0.01,-0.004397267005206085,-0.6091883666876099,-0.7341521684119028,0.00796092741884894,81,0.2345679012345679,0.7599152871925531,63.82716049382716
0.015,0.7,20,2.0,0.08,2.5,0.015,-0.005390766097390442,-0.6094748283319921,-0.7159060165438732,0.008475746598023071,67,0.2537313432835821,0.7548239971648123,49.47761194029851
0.02,0.4,50,3.0,0.05,3.0,0.01,-0.003812423597704328,-0.6095732395729978,-0.7045018931953048,0.006808787701402599,39,0.20512820512820512,0.6708663113946989,95.6923076923077
0.005,0.6,50,2.0,0.1,2.5,0.01,-0.00363585231702411,-0.6123150058369706,-0.684472890888656,0.004905603174820884,59,0.23728813559322035,0.6973547251750571,47.08474576271186
0.015,0.7,50,2.0,0.03,4.0,0.025,-0.011747387267134472,-0.6126286028176882,-0.796496365465941,0.017776316259173003,77,0.2077922077922078,0.745402417197052,73.79220779220779
0.005,0.7,20,2.0,0.03,3.0,0.01,-0.005107700956697518,-0.6137454995005612,-0.7616787647905561,0.007869002537780586,86,0.2441860465116279,0.7364868769112127,66.45348837209302
0.02,0.7,50,2.5,0.05,1.5,0.01,-0.004293163889577554,-0.6162863388002564,-0.7499662646680393,0.007239511244577816,101,0.38613861386138615,0.8404570503393909,48.2970297029703
0.005,0.4,50,2.5,0.1,2.5,0.01,-0.004360155929262401,-0.6204060571104072,-0.6975976705272339,0.00711544434367277,45,0.2,0.6101738050442533,77.31111111111112
0.01,0.5,50,2.5,0.05,2.5,0.02,-0.009206115426190226,-0.6204667768111226,-0.7276602111820918,0.014484622899250654,64,0.234375,0.7126639117924731,81.796875
0.02,0.5,50,3.0,0.02,2.5,0.01,-0.0036755527599215566,-0.6217107021240207,-0.7704283148412228,0.005698855716230172,54,0.25925925925925924,0.7633090348618323,110.42592592592592
0.015,0.4,20,2.0,0.02,2.5,0.01,-0.0046114808298216665,-0.6227456690594267,-0.7485251822197561,0.007521315880594359,107,0.2803738317757009,0.8307010352447245,54.074766355140184
0.01,0.6,50,2.5,0.02,1.5,0.02,-0.009047223903984413,-0.624124457619082,-0.7708460938440688,0.016567895606931483,120,0.38333333333333336,0.8680908972855379,46.75833333333333
0.015,0.7,20,3.0,0.08,2.5,0.01,-0.004122688300989393,-0.6259625044620969,-0.746348149712623,0.006568413628330163,42,0.21428571428571427,0.6287991157530272,95.80952380952381
0.02,0.5,50,2.5,0.02,1.5,0.015,-0.0062288000514150186,-0.626918678635456,-0.7104148321702393,0.009033048581504525,115,0.3826086956521739,0.883687439976474,49.6
0.01,0.5,50,2.5,0.1,1.5,0.025,-0.009420870229401189,-0.6280922791008129,-0.7008255293898189,0.01383342623842615,65,0.3384615384615385,0.743831780745288,42.0
0.01,0.5,50,2.5,0.05,1.5,0.015,-0.006752419195803813,-0.6298712586482864,-0.7595678967084709,0.01079925670765756,100,0.37,0.826909013547235,43.6
0.01,0.5,50,2.5,0.05,1.5,0.025,-0.011249362052345387,-0.6300471934518499,-0.7597173308020451,0.017950708410082263,100,0.37,0.8266801759275642,43.6
0.01,0.5,20,3.0,0.03,2.5,0.01,-0.004659758384522574,-0.6310177170939241,-0.7973933614662205,0.006669899831405558,56,0.25,0.6939883495741086,103.60714285714286
0.02,0.7,50,3.0,0.02,1.5,0.02,-0.010036534729297419,-0.6387926910627709,-0.7810578431915465,0.017896335120052974,71,0.36619718309859156,0.7158585247800954,82.84507042253522
0.01,0.4,50,2.5,0.02,1.5,0.025,-0.012726219864418235,-0.6389623548190573,-0.7220496489487171,0.021692529603390062,118,0.3728813559322034,0.8348097629462937,47.813559322033896
0.02,0.7,50,3.0,0.05,1.5,0.025,-0.012152400598367967,-0.6390051096423757,-0.7478340905682057,0.018966292321359737,70,0.38571428571428573,0.710380208998436,73.37142857142857
0.015,0.4,50,3.0,0.08,4.0,0.02,-0.008367411725471174,-0.6408810123820792,-0.7526795788573282,0.012757384566302932,27,0.14814814814814814,0.43053386191440596,129.77777777777777
0.015,0.7,20,2.5,0.05,3.0,0.025,-0.011339659214041604,-0.6409156327676719,-0.7777318320106369,0.018137056727951836,64,0.265625,0.7091101317646955,81.859375
0.005,0.7,50,2.0,0.05,1.5,0.025,-0.0108875999326921,-0.6432884401359867,-0.8136697381196483,0.01711829145291597,142,0.4084507042253521,0.8980389876588409,31.8943661971831
0.01,0.6,50,2.0,0.1,4.0,0.015,-0.005888221315183182,-0.6443121893185045,-0.7367015129904801,0.00823133082833382,44,0.13636363636363635,0.5665708109727796,65.22727272727273
0.02,0.7,20,3.0,0.03,2.0,0.01,-0.005166957335768093,-0.6483686513942789,-0.8046775324554941,0.009338317347157536,60,0.2833333333333333,0.6743695771834043,96.8
0.005,0.6,20,2.0,0.03,3.0,0.025,-0.01304364245929668,-0.6539232375530838,-0.7455481265286709,0.019064944581435064,93,0.23655913978494625,0.7525410682203689,58.97849462365591
0.005,0.6,20,2.0,0.03,3.0,0.01,-0.005229659612554096,-0.6540302545809862,-0.7453537456030723,0.00766331168850095,93,0.23655913978494625,0.7532785504249263,58.97849462365591
0.01,0.6,50,2.5,0.1,3.0,0.01,-0.004142556324048928,-0.6544218726617202,-0.7712938843771124,0.005750805811567105,39,0.15384615384615385,0.5467791413414391,73.48717948717949
0.005,0.4,50,2.0,0.1,2.0,0.025,-0.010270417802264856,-0.6558814337093809,-0.7697437522630388,0.01507341889756377,76,0.3026315789473684,0.7536411034346023,38.776315789473685
0.005,0.5,50,2.5,0.05,1.5,0.01,-0.005034392584737652,-0.6560703061228192,-0.7549777976629546,0.007756722521355833,101,0.3564356435643564,0.7949602449409182,46.039603960396036
0.01,0.7,50,2.0,0.05,4.0,0.015,-0.006836335184524942,-0.6575982835806603,-0.8025797302204762,0.012101001996172249,64,0.1875,0.6789256210188961,75.375
0.02,0.5,20,3.0,0.02,2.0,0.01,-0.004199284119539807,-0.6638304549591668,-0.7829422701793793,0.00797166135867696,63,0.2857142857142857,0.7585130335607608,94.22222222222223
0.02,0.5,20,3.0,0.02,2.0,0.015,-0.0062954832891614935,-0.6638348033910144,-0.7829685455120609,0.011936463446452767,63,0.2857142857142857,0.7584428797631826,94.22222222222223
0.015,0.4,50,2.5,0.08,4.0,0.025,-0.010700397173514793,-0.6663124656831275,-0.7897142290058986,0.015789817832415426,33,0.15151515151515152,0.4706085989123547,102.57575757575758
0.01,0.7,50,2.0,0.02,2.0,0.02,-0.010879905863929744,-0.6682318310959889,-0.8624294783082334,0.015860378951721217,128,0.3203125,0.8180587175813473,44.6171875
0.02,0.7,50,2.5,0.05,4.0,0.025,-0.011234864755758026,-0.6715094215929358,-0.8679765279143817,0.017767593733241806,59,0.2033898305084746,0.7075856531239031,86.22033898305085
0.02,0.5,20,2.0,0.02,2.5,0.025,-0.011489304844205763,-0.6724676956461831,-0.7887986139812732,0.01765826043608471,105,0.2761904761904762,0.8252068659023547,55.180952380952384
0.015,0.7,50,3.0,0.05,2.5,0.015,-0.007593918340819655,-0.672609638637221,-0.826778102393049,0.011520287424604392,51,0.29411764705882354,0.6240019009270422,102.11764705882354
0.015,0.4,20,3.0,0.03,4.0,0.02,-0.01013093769190542,-0.6737717917466199,-0.7436986993132474,0.014782013337852987,37,0.1891891891891892,0.5250718020595401,156.05405405405406
0.02,0.7,20,2.5,0.03,2.0,0.015,-0.008062150987192436,-0.6745885616603572,-0.7799529659476255,0.013887302108392693,81,0.30864197530864196,0.7112639164285717,70.14814814814815
0.015,0.7,50,2.0,0.03,2.0,0.01,-0.005337992497479572,-0.6774175297397612,-0.8633194607654758,0.008210243638631608,120,0.325,0.8049592322083533,44.78333333333333
0.01,0.5,20,2.5,0.05,1.5,0.025,-0.011995782314990211,-0.6788523533523789,-0.8006246999776926,0.018132032797911153,102,0.3627450980392157,0.8128355325195157,44.55882352941177
0.02,0.7,50,2.0,0.05,3.0,0.025,-0.01186103151522082,-0.6822974571490743,-0.8099588339518138,0.01898833304459081,81,0.2222222222222222,0.7303599851520512,59.876543209876544
0.02,0.6,20,2.5,0.02,4.0,0.02,-0.00772475075054841,-0.6846883821722388,-0.8935270300914366,0.013687057055050269,48,0.22916666666666666,0.7006175479175507,124.45833333333333
0.015,0.6,50,3.0,0.05,1.5,0.025,-0.012061898217584821,-0.6855522397020006,-0.806202300189301,0.01770242080296241,79,0.379746835443038,0.7578049473728757,59.64556962025316
0.015,0.6,50,3.0,0.05,2.0,0.025,-0.011867816535603197,-0.6884984869871842,-0.8934302987156043,0.01609465235843633,60,0.3,0.6835315011361686,84.16666666666667
0.005,0.6,50,2.0,0.03,3.0,0.025,-0.013660310376147245,-0.6887813385354226,-0.7884608970255415,0.020050121297108557,92,0.22826086956521738,0.731171391647303,57.858695652173914
0.005,0.4,20,2.0,0.05,3.0,0.015,-0.008756849113914649,-0.6897870373649195,-0.8073870062016753,0.012298538466476779,86,0.19767441860465115,0.6908866513610471,62.48837209302326
0.015,0.7,50,3.0,0.05,2.0,0.01,-0.005352769844653085,-0.690563964086784,-0.8207169095407751,0.007867632518100342,63,0.31746031746031744,0.6642055032910785,81.44444444444444
0.02,0.7,50,3.0,0.02,3.0,0.01,-0.004971431492015254,-0.6912834076483719,-0.8881808272145997,0.007728072487424568,50,0.24,0.666069445407206,119.92
0.015,0.5,50,3.0,0.08,3.0,0.02,-0.008706274368098529,-0.691558353348613,-0.8031756112009685,0.01358024149994716,34,0.17647058823529413,0.5219394143522121,110.94117647058823
0.01,0.6,20,2.0,0.02,2.5,0.025,-0.012557856072077848,-0.6920006994015288,-0.8421517279469872,0.02070605028215925,115,0.2782608695652174,0.8232330531495456,49.608695652173914
0.01,0.6,20,2.0,0.02,2.5,0.01,-0.005033664844286395,-0.6920868987786628,-0.8421743589364206,0.0083311645550885,115,0.2782608695652174,0.8236148619837544,49.608695652173914
0.02,0.7,50,2.0,0.03,2.0,0.01,-0.005418255408694968,-0.6928010502649631,-0.866395102595031,0.00786815818423846,118,0.3135593220338983,0.7946366171089023,45.02542372881356
0.02,0.5,50,3.0,0.05,2.5,0.01,-0.004553195267491392,-0.6934379046645388,-0.830363524397402,0.006815277479032161,42,0.21428571428571427,0.5986246463383535,108.5
0.01,0.6,50,2.0,0.02,2.5,0.02,-0.010282048546905717,-0.6942658201936055,-0.8499164195821141,0.01643014727788293,116,0.27586206896551724,0.8184802119317245,48.86206896551724
0.01,0.4,20,2.0,0.02,3.0,0.02,-0.011143560953100822,-0.6949103313295458,-0.760859599864223,0.01684727777978331,107,0.22429906542056074,0.7783266111229772,54.018691588785046
0.005,0.5,50,3.0,0.02,2.0,0.01,-0.005005227854007535,-0.6971602034491492,-0.8764239551253733,0.007142749223810842,71,0.28169014084507044,0.731122821526968,81.94366197183099
0.02,0.4,50,2.5,0.08,2.5,0.01,-0.0040623395040040484,-0.6998719354867134,-0.7418538327586176,0.006041418035286623,45,0.2,0.6545634853420474,56.6
0.015,0.7,50,2.0,0.03,2.5,0.02,-0.01087343246780205,-0.7020276401562301,-0.8552100329636408,0.017487395789947343,94,0.26595744680851063,0.7284817212805571,59.42553191489362
0.02,0.5,50,3.0,0.03,1.5,0.01,-0.004801588401045155,-0.7069301024369451,-0.8790304096993488,0.007334687943257965,81,0.345679012345679,0.7674584135202607,68.09876543209876
0.005,0.5,20,2.5,0.03,1.5,0.02,-0.011152086754375196,-0.7110201137351155,-0.8726162470559198,0.014067356831117594,120,0.3416666666666667,0.813328119143893,45.36666666666667
0.015,0.6,20,3.0,0.02,1.5,0.015,-0.007347924151238112,-0.7124842176838148,-0.8693048758158817,0.013017391714769183,82,0.36585365853658536,0.7712961159812453,71.02439024390245
0.02,0.4,50,2.0,0.02,2.5,0.01,-0.004870650893371349,-0.715990427806767,-0.8459948214434547,0.00756623169561639,102,0.2647058823529412,0.8018170197325358,55.23529411764706
0.01,0.7,20,2.5,0.03,2.0,0.015,-0.00874850864982509,-0.7175224049468149,-0.8513469228094175,0.014433557960883735,81,0.2962962962962963,0.6848157599916437,70.81481481481481
0.01,0.4,20,2.0,0.02,4.0,0.015,-0.008234030201544229,-0.7191638628129599,-0.8293528849692627,0.011728704420421765,87,0.1839080459770115,0.7271873917772398,66.79310344827586
0.02,0.6,50,2.0,0.03,2.0,0.025,-0.013151875742713455,-0.7202702058941927,-0.8871653860964789,0.01923103548097567,122,0.3114754098360656,0.8153976871018354,43.0
0.015,0.6,20,2.0,0.05,3.0,0.02,-0.010167687713235209,-0.7261664200058,-0.8600187405057751,0.013668184241645736,88,0.23863636363636365,0.7323423731804404,57.23863636363637
0.005,0.4,20,2.0,0.03,3.0,0.025,-0.014820595883365168,-0.7289191419186735,-0.837275634162279,0.020454085069127166,101,0.2079207920792079,0.7398942252010213,55.34653465346535
0.005,0.5,50,2.0,0.08,1.5,0.01,-0.004594432464261044,-0.7289597188276947,-0.9395792938533779,0.006485150872929373,121,0.371900826446281,0.8394519517920859,26.59504132231405
0.015,0.5,20,3.0,0.03,3.0,0.025,-0.013621470318840876,-0.7339937614645052,-0.8904569589415686,0.01946156079421976,54,0.2037037037037037,0.630110874359932,107.61111111111111
0.015,0.5,20,2.0,0.02,2.5,0.015,-0.007999284269622002,-0.7363462567003761,-0.8759447706086577,0.011417692157044813,109,0.26605504587155965,0.7896315200917842,53.54128440366973
0.01,0.5,50,2.0,0.03,3.0,0.025,-0.01476925913214087,-0.7387467688439534,-0.9204173347340857,0.020815643211123627,104,0.21153846153846154,0.7494305643285945,53.32692307692308
0.02,0.4,50,3.0,0.05,2.0,0.01,-0.004620491111062147,-0.7397054004444626,-0.8482716617543653,0.006463375469701284,49,0.24489795918367346,0.6562847800383017,72.63265306122449
0.015,0.7,20,2.0,0.05,4.0,0.02,-0.010059134247905313,-0.7408996799137961,-0.9430864226606774,0.015338226308369588,70,0.18571428571428572,0.66623378958084,72.38571428571429
0.01,0.5,50,2.0,0.05,2.0,0.02,-0.010540604365047621,-0.7416680978339919,-0.9147510150942882,0.01529961491966236,123,0.3089430894308943,0.8209327070151281,34.83739837398374
0.005,0.7,50,2.0,0.02,1.5,0.025,-0.014634716702312872,-0.7436486270396565,-0.9564748259625616,0.018435545550160286,185,0.4,0.8915033052693782,30.47027027027027
0.005,0.7,20,3.0,0.05,2.0,0.015,-0.008498391354768828,-0.7468415661560798,-0.9113288112605128,0.01261095459501509,66,0.30303030303030304,0.6590169711888672,78.34848484848484
0.005,0.6,50,2.0,0.02,3.0,0.01,-0.006166932736022427,-0.7488122514675606,-0.8732746212080993,0.00903080199968955,102,0.21568627450980393,0.7267587760989609,55.990196078431374
0.015,0.5,20,2.5,0.03,4.0,0.025,-0.013492777317142754,-0.7561955530543293,-0.932140583904675,0.017080395892918408,56,0.19642857142857142,0.6089682108711826,102.73214285714286
0.005,0.5,20,2.0,0.05,3.0,0.015,-0.009073387085585563,-0.7647588246570485,-0.8778458937037572,0.011763538183217036,91,0.2087912087912088,0.6907620803099189,55.78021978021978
0.005,0.4,50,2.0,0.05,2.0,0.01,-0.006013276929439744,-0.7648274911371734,-0.9097791537805744,0.007649959463210178,116,0.28448275862068967,0.7641951918412146,39.23275862068966
0.005,0.5,20,2.0,0.03,3.0,0.02,-0.012960223641753837,-0.768286674772743,-0.9344957908581925,0.016132583825921698,104,0.20192307692307693,0.7155835663400969,53.65384615384615
0.02,0.4,20,2.0,0.08,1.5,0.01,-0.004327991876357555,-0.7699355558095021,-0.8802675804614014,0.006103964980786404,96,0.375,0.8004222131455323,24.5
0.02,0.6,50,3.0,0.02,1.5,0.01,-0.004915417331829231,-0.7776757259489459,-0.9265288012861393,0.009103011340538385,79,0.35443037974683544,0.7602552245770035,74.0253164556962
0.02,0.5,50,3.0,0.05,2.0,0.02,-0.010337707638033607,-0.7798545355529113,-0.9221624821128807,0.014614884495217192,50,0.24,0.6011354518268822,90.42
0.02,0.5,50,2.5,0.03,4.0,0.02,-0.010273207192195696,-0.7814178753575728,-0.9927078882839148,0.014545823396831307,61,0.19672131147540983,0.6547873066813441,91.01639344262296
