min_carry_spread,momentum_weight,trend_filter_sma,atr_stop_multiplier,composite_threshold,total_return,sharpe,sortino,max_drawdown,num_trades,win_rate,profit_factor,avg_holding_days
0.015,0.2,50,2.5,0.03,-0.006619870979187981,-0.6641387703685798,-0.7237913673216112,0.008783383183986403,48,0.20833333333333334,0.6237407142294044,77.27083333333333
0.01,0.2,20,2.0,0.1,-0.007020703425633546,-0.66805314165492,-0.8152713092597644,0.010126352196778331,71,0.23943661971830985,0.6954191195010587,47.014084507042256
0.005,0.2,20,2.0,0.1,-0.007020703425633546,-0.66805314165492,-0.8152713092597644,0.010126352196778331,71,0.23943661971830985,0.6954191195010587,47.014084507042256
0.015,0.5,50,1.5,0.1,-0.004928033959257882,-0.6685839987459342,-0.6629953933668826,0.007387129674123363,82,0.25609756097560976,0.8083726497680735,26.158536585365855
0.015,0.3,100,2.0,0.08,-0.005793451221330761,-0.6783534845668452,-0.7456182343725758,0.008373522526415678,63,0.23809523809523808,0.7291507967226721,41.95238095238095
0.01,0.5,100,2.5,0.08,-0.006863777541272721,-0.6805297205081815,-0.8283086622595761,0.009885748650591044,51,0.17647058823529413,0.6049087918180527,78.15686274509804
0.01,0.5,50,2.0,0.08,-0.0065773766305038586,-0.6806256479285996,-0.8010787473679739,0.01035844186683988,66,0.22727272727272727,0.6724414639348493,50.39393939393939
0.005,0.3,20,2.0,0.1,-0.007219720733298018,-0.6813376549867491,-0.7861734220635296,0.01025473351527379,72,0.2361111111111111,0.683612870614065,43.72222222222222
0.01,0.3,50,2.0,0.1,-0.006894059930949734,-0.6874966417070645,-0.8309300713948442,0.009859263979998152,71,0.23943661971830985,0.6949418725664149,42.690140845070424
0.01,0.2,100,2.0,0.08,-0.007313841312712466,-0.6903657823721717,-0.8345701382895107,0.010528287399348085,74,0.22972972972972974,0.6933542314278627,48.648648648648646
